CreditScore,Age,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,Geography_Germany,Gender_Male
730.0,32.0,2.0,0.0,2.0,0.0,71830.1,0,0
597.0,33.0,2.0,0.0,2.0,1.0,143598.7,0,1
705.0,29.0,8.0,0.0,2.0,0.0,100615.14,0,0
638.0,35.0,9.0,124450.68,1.0,0.0,162599.51,1,0
750.0,37.0,3.0,132876.23,2.0,0.0,69080.46,0,1
678.0,44.0,6.0,111213.64,3.0,1.0,30338.94,1,0
598.0,35.0,5.0,0.0,2.0,1.0,89199.51,0,0
751.0,29.0,8.0,0.0,2.0,1.0,137028.51,0,1
676.0,31.0,7.0,0.0,2.0,0.0,167621.16,0,0
681.0,37.0,5.0,95439.3,1.0,0.0,44719.5,0,1
663.0,31.0,2.0,126473.33,2.0,1.0,132537.57,0,1
653.0,40.0,3.0,0.0,2.0,1.0,113050.92,0,1
749.0,44.0,7.0,116932.59,1.0,0.0,152417.79,1,0
795.0,34.0,7.0,0.0,2.0,0.0,71173.83,0,1
697.0,49.0,1.0,0.0,1.0,1.0,46635.11,0,1
743.0,57.0,6.0,0.0,3.0,1.0,176962.31,0,1
744.0,40.0,3.0,0.0,2.0,1.0,91359.79,0,1
589.0,27.0,4.0,0.0,2.0,1.0,163440.4,0,1
543.0,52.0,0.0,137776.65,1.0,0.0,60920.03,0,0
719.0,25.0,7.0,0.0,1.0,0.0,126833.8,0,0
679.0,41.0,8.0,0.0,2.0,0.0,175324.69,0,1
657.0,32.0,2.0,161378.02,1.0,0.0,176984.34,0,1
768.0,31.0,9.0,141806.0,1.0,0.0,185555.63,0,0
687.0,35.0,9.0,0.0,1.0,0.0,120145.56,0,1
543.0,34.0,10.0,0.0,2.0,1.0,91711.66,0,0
684.0,52.0,7.0,0.0,1.0,0.0,142903.44,0,1
632.0,37.0,7.0,0.0,2.0,0.0,106340.66,0,0
707.0,40.0,7.0,0.0,2.0,0.0,25571.37,0,1
588.0,43.0,8.0,133634.02,1.0,1.0,128521.16,0,0
778.0,37.0,1.0,121854.45,1.0,0.0,147530.06,0,1
669.0,44.0,9.0,0.0,2.0,0.0,100862.54,0,0
771.0,44.0,2.0,0.0,2.0,0.0,125877.22,0,1
496.0,37.0,10.0,0.0,2.0,0.0,106327.85,0,1
757.0,24.0,2.0,0.0,1.0,1.0,130446.65,0,0
683.0,40.0,7.0,0.0,2.0,1.0,132547.02,0,1
696.0,34.0,5.0,130142.79,1.0,0.0,27380.99,0,1
516.0,31.0,4.0,0.0,1.0,1.0,170818.41,0,0
710.0,31.0,8.0,95858.37,1.0,0.0,163666.85,0,1
574.0,38.0,6.0,0.0,2.0,1.0,118862.08,0,0
719.0,48.0,2.0,155973.17,1.0,0.0,138849.06,1,0
594.0,29.0,9.0,0.0,2.0,0.0,131662.47,0,1
839.0,57.0,7.0,0.0,2.0,1.0,57896.27,0,0
814.0,34.0,8.0,0.0,2.0,0.0,82969.61,0,1
584.0,45.0,2.0,93925.3,2.0,1.0,84475.13,1,0
714.0,43.0,5.0,117028.6,1.0,1.0,100816.29,1,1
745.0,33.0,7.0,121647.51,1.0,0.0,71830.1,0,1
667.0,35.0,1.0,0.0,1.0,1.0,53817.23,0,1
653.0,56.0,3.0,0.0,1.0,0.0,107625.01,0,1
684.0,42.0,2.0,0.0,2.0,0.0,178267.07,0,1
668.0,34.0,5.0,0.0,2.0,1.0,166896.01,0,1
635.0,30.0,3.0,121405.04,1.0,0.0,26136.89,0,1
663.0,35.0,1.0,0.0,2.0,1.0,145796.49,0,1
585.0,35.0,5.0,0.0,2.0,0.0,92727.49,0,1
537.0,40.0,0.0,0.0,2.0,1.0,140650.19,0,0
763.0,36.0,2.0,84474.62,1.0,0.0,79176.09,0,1
706.0,31.0,6.0,109387.9,1.0,0.0,93718.16,0,1
705.0,43.0,9.0,0.0,2.0,0.0,166472.81,0,0
634.0,46.0,6.0,0.0,3.0,1.0,85983.54,0,0
586.0,52.0,7.0,98173.02,3.0,0.0,103901.27,1,0
559.0,33.0,3.0,0.0,1.0,1.0,81425.61,0,1
730.0,41.0,2.0,0.0,2.0,0.0,132480.75,0,1
730.0,37.0,8.0,98400.61,1.0,1.0,60552.44,0,1
597.0,32.0,6.0,146580.69,1.0,1.0,152740.15,0,1
562.0,29.0,5.0,108004.64,1.0,0.0,137537.18,1,0
679.0,27.0,1.0,0.0,2.0,1.0,93835.64,0,1
825.0,37.0,6.0,0.0,2.0,1.0,111981.19,0,0
754.0,50.0,7.0,117438.92,1.0,1.0,60721.4,1,1
683.0,30.0,0.0,0.0,2.0,1.0,121592.5,0,0
705.0,41.0,2.0,0.0,2.0,1.0,1710.89,0,0
581.0,29.0,5.0,0.0,2.0,1.0,103934.12,0,0
577.0,48.0,8.0,0.0,2.0,1.0,178291.09,0,0
745.0,29.0,2.0,0.0,2.0,1.0,60427.3,0,1
842.0,39.0,3.0,143391.07,1.0,1.0,63940.68,1,1
636.0,28.0,9.0,0.0,1.0,1.0,167973.63,0,1
594.0,32.0,8.0,0.0,2.0,0.0,61326.43,0,0
583.0,21.0,7.0,95984.21,1.0,1.0,199256.98,0,1
696.0,32.0,1.0,144870.81,1.0,1.0,104786.59,0,1
545.0,46.0,9.0,0.0,1.0,0.0,132547.02,0,0
593.0,36.0,5.0,137648.41,1.0,0.0,73334.43,0,0
749.0,44.0,4.0,106070.34,1.0,1.0,77951.84,1,0
651.0,37.0,9.0,0.0,2.0,1.0,180197.74,0,1
682.0,34.0,6.0,0.0,1.0,0.0,83611.35,0,0
667.0,43.0,5.0,0.0,2.0,0.0,102515.42,0,0
740.0,32.0,3.0,0.0,2.0,1.0,27330.59,0,1
535.0,46.0,4.0,0.0,2.0,1.0,132436.71,0,0
619.0,45.0,7.0,0.0,2.0,0.0,63736.17,0,0
678.0,36.0,6.0,0.0,1.0,1.0,171706.66,0,1
619.0,26.0,10.0,0.0,1.0,1.0,172601.62,0,0
537.0,37.0,5.0,0.0,1.0,0.0,93524.19,0,1
642.0,55.0,4.0,0.0,1.0,0.0,177092.16,0,0
703.0,35.0,9.0,0.0,2.0,0.0,168890.75,0,1
661.0,29.0,2.0,0.0,2.0,1.0,149913.92,0,1
757.0,57.0,8.0,0.0,1.0,1.0,162515.17,0,1
695.0,25.0,8.0,141573.55,1.0,1.0,64872.55,0,1
597.0,37.0,3.0,0.0,2.0,0.0,151843.54,0,1
653.0,34.0,2.0,142674.54,1.0,1.0,71450.93,1,1
704.0,36.0,2.0,0.0,2.0,1.0,130664.79,0,1
705.0,42.0,0.0,0.0,1.0,0.0,142911.99,0,1
741.0,36.0,5.0,100654.8,1.0,0.0,137720.56,0,0
731.0,30.0,9.0,115465.98,1.0,1.0,46775.28,0,0
683.0,34.0,1.0,0.0,2.0,0.0,188426.13,0,0
738.0,27.0,3.0,98848.19,1.0,1.0,184544.59,0,1
575.0,38.0,4.0,116957.26,1.0,0.0,173844.89,0,1
556.0,36.0,2.0,0.0,2.0,1.0,64345.61,0,1
667.0,24.0,4.0,57422.94,1.0,0.0,183542.08,0,0
592.0,54.0,4.0,131411.24,1.0,1.0,80792.84,0,1
682.0,33.0,4.0,0.0,2.0,1.0,72849.29,0,0
649.0,27.0,1.0,0.0,2.0,0.0,117622.8,0,1
651.0,37.0,2.0,0.0,2.0,0.0,176925.69,0,1
839.0,38.0,8.0,0.0,2.0,1.0,162858.29,0,0
692.0,36.0,6.0,110414.48,1.0,1.0,160941.78,0,1
557.0,30.0,2.0,0.0,2.0,0.0,163584.18,0,1
682.0,36.0,9.0,0.0,2.0,1.0,48357.9,0,1
669.0,32.0,8.0,0.0,2.0,1.0,132029.95,0,0
682.0,31.0,5.0,130170.82,1.0,1.0,158938.59,0,1
586.0,33.0,10.0,0.0,2.0,1.0,72678.75,0,1
605.0,32.0,1.0,109052.04,2.0,1.0,133537.53,1,1
678.0,35.0,9.0,0.0,2.0,1.0,158750.58,0,1
599.0,43.0,1.0,0.0,2.0,0.0,155743.48,0,0
515.0,52.0,1.0,0.0,1.0,0.0,51565.96,0,0
531.0,51.0,7.0,124577.33,1.0,1.0,60988.21,0,1
742.0,39.0,4.0,0.0,2.0,1.0,151903.6,0,0
627.0,52.0,2.0,0.0,1.0,0.0,126517.46,0,1
537.0,50.0,7.0,118711.57,1.0,0.0,180932.46,1,1
572.0,31.0,6.0,0.0,1.0,0.0,148516.79,0,0
627.0,49.0,3.0,111128.04,1.0,0.0,73066.73,1,1
617.0,28.0,1.0,0.0,2.0,1.0,94767.77,0,0
719.0,31.0,8.0,0.0,2.0,0.0,47972.65,0,1
652.0,47.0,1.0,0.0,1.0,1.0,122925.4,0,1
624.0,36.0,2.0,141578.73,1.0,1.0,141364.27,0,1
478.0,48.0,3.0,0.0,1.0,0.0,142670.61,0,0
632.0,30.0,2.0,0.0,2.0,0.0,143614.01,0,1
594.0,30.0,8.0,0.0,1.0,0.0,160589.18,0,0
685.0,36.0,5.0,101609.01,2.0,0.0,126471.13,0,0
684.0,27.0,7.0,62610.96,1.0,0.0,102541.14,0,0
586.0,34.0,2.0,0.0,2.0,0.0,54495.82,0,0
669.0,39.0,2.0,139994.66,1.0,0.0,126111.51,0,1
675.0,36.0,6.0,97544.29,2.0,1.0,71843.95,0,1
553.0,52.0,7.0,0.0,3.0,0.0,121239.65,0,0
607.0,37.0,6.0,0.0,2.0,0.0,44912.7,0,1
718.0,26.0,9.0,115920.62,1.0,1.0,94978.1,1,1
603.0,33.0,8.0,0.0,2.0,0.0,85412.54,0,1
778.0,57.0,8.0,62400.48,1.0,1.0,103944.37,0,1
756.0,33.0,2.0,0.0,2.0,1.0,177784.68,0,1
621.0,38.0,2.0,0.0,2.0,1.0,176743.51,0,1
551.0,39.0,4.0,0.0,1.0,1.0,71829.34,0,0
663.0,36.0,4.0,123954.75,1.0,1.0,82222.86,0,0
749.0,31.0,3.0,0.0,2.0,1.0,141230.07,0,1
695.0,35.0,7.0,0.0,2.0,0.0,54869.52,0,1
703.0,37.0,0.0,0.0,2.0,1.0,79997.14,0,0
567.0,56.0,7.0,115569.21,1.0,1.0,52709.55,0,1
677.0,40.0,6.0,100549.43,2.0,1.0,56767.67,1,0
695.0,40.0,2.0,0.0,2.0,0.0,140947.05,0,0
649.0,49.0,3.0,0.0,1.0,0.0,142730.27,0,0
663.0,40.0,9.0,0.0,1.0,0.0,138350.74,0,1
577.0,56.0,8.0,118627.55,1.0,1.0,162756.29,1,1
635.0,38.0,5.0,0.0,2.0,0.0,154491.39,0,1
604.0,26.0,5.0,127660.46,2.0,0.0,45418.12,1,1
727.0,33.0,5.0,0.0,2.0,0.0,79919.13,0,1
607.0,38.0,5.0,0.0,1.0,1.0,167538.66,0,1
681.0,56.0,6.0,0.0,1.0,0.0,174770.14,0,1
554.0,43.0,7.0,0.0,1.0,0.0,52404.47,0,1
576.0,35.0,8.0,0.0,2.0,1.0,75578.67,0,0
577.0,29.0,8.0,0.0,2.0,0.0,171733.22,0,1
638.0,29.0,7.0,0.0,2.0,0.0,121402.61,0,0
703.0,38.0,1.0,124616.23,1.0,0.0,79919.13,0,1
646.0,31.0,2.0,0.0,2.0,0.0,54484.69,0,1
659.0,34.0,4.0,152264.81,1.0,1.0,170819.01,0,1
790.0,57.0,3.0,0.0,1.0,0.0,103914.4,0,0
562.0,39.0,2.0,0.0,2.0,1.0,72993.65,0,0
571.0,48.0,3.0,0.0,3.0,0.0,87060.77,0,0
559.0,49.0,1.0,126588.81,1.0,0.0,50213.81,1,1
521.0,57.0,10.0,181671.16,1.0,0.0,141364.57,1,1
758.0,36.0,10.0,123971.51,1.0,1.0,125062.02,0,0
628.0,42.0,2.0,0.0,2.0,0.0,52404.47,0,1
653.0,31.0,2.0,0.0,2.0,1.0,119348.28,0,0
545.0,22.0,7.0,0.0,2.0,1.0,138777.0,0,0
659.0,32.0,4.0,152400.51,1.0,1.0,15897.77,0,1
605.0,32.0,6.0,0.0,2.0,1.0,179655.68,0,1
562.0,43.0,6.0,0.0,1.0,0.0,140937.98,0,1
543.0,37.0,8.0,0.0,2.0,0.0,91947.74,0,1
850.0,32.0,3.0,108760.46,1.0,0.0,106920.57,1,0
842.0,38.0,0.0,89299.81,1.0,1.0,176729.17,0,1
731.0,35.0,2.0,0.0,2.0,0.0,173464.43,0,1
707.0,32.0,3.0,0.0,2.0,1.0,74838.64,0,1
627.0,51.0,4.0,141827.33,1.0,0.0,109496.69,0,1
679.0,28.0,7.0,0.0,2.0,0.0,162053.92,0,1
542.0,44.0,6.0,122724.56,3.0,0.0,6078.46,1,1
636.0,35.0,9.0,0.0,1.0,1.0,150685.52,0,0
681.0,45.0,6.0,0.0,1.0,0.0,164864.67,0,0
714.0,33.0,5.0,99528.16,1.0,1.0,24267.28,0,0
632.0,33.0,3.0,0.0,2.0,0.0,141848.31,0,0
653.0,37.0,2.0,93925.3,1.0,1.0,175743.92,0,1
649.0,36.0,5.0,132951.92,1.0,1.0,121883.87,0,1
725.0,31.0,4.0,90217.07,1.0,1.0,174851.24,0,1
577.0,42.0,6.0,0.0,2.0,1.0,83419.15,0,1
651.0,27.0,2.0,0.0,2.0,0.0,182624.56,0,1
678.0,36.0,8.0,0.0,2.0,0.0,136050.44,0,1
757.0,41.0,3.0,126473.99,1.0,1.0,142223.94,1,1
609.0,33.0,8.0,0.0,1.0,0.0,139048.0,0,0
642.0,36.0,2.0,0.0,1.0,0.0,80190.36,0,0
641.0,35.0,8.0,0.0,2.0,0.0,133897.32,0,0
704.0,56.0,8.0,0.0,1.0,0.0,96792.15,0,0
594.0,44.0,4.0,89550.85,1.0,0.0,167026.83,0,1
821.0,35.0,2.0,0.0,2.0,0.0,163566.12,0,1
681.0,45.0,6.0,106947.11,1.0,1.0,142223.94,0,0
731.0,55.0,2.0,133801.49,1.0,1.0,163746.09,0,0
756.0,36.0,7.0,118560.0,1.0,1.0,72927.68,0,1
758.0,25.0,5.0,0.0,2.0,1.0,176943.59,0,0
652.0,50.0,1.0,120591.19,1.0,0.0,166516.84,1,0
545.0,32.0,2.0,182275.23,2.0,0.0,78670.52,1,1
523.0,41.0,9.0,0.0,2.0,0.0,52367.29,0,1
595.0,45.0,1.0,101286.11,1.0,1.0,179913.98,0,1
648.0,39.0,6.0,0.0,1.0,1.0,57553.98,0,0
652.0,32.0,7.0,0.0,1.0,0.0,140800.66,0,0
579.0,41.0,3.0,162448.69,1.0,0.0,125302.64,0,0
698.0,33.0,8.0,0.0,2.0,0.0,128873.33,0,1
683.0,43.0,8.0,0.0,1.0,1.0,58879.31,0,1
650.0,38.0,2.0,0.0,2.0,1.0,160129.99,0,1
580.0,37.0,9.0,0.0,2.0,1.0,71167.17,0,1
676.0,51.0,1.0,107818.72,3.0,0.0,152880.05,1,0
726.0,40.0,2.0,0.0,2.0,1.0,120853.83,0,0
494.0,33.0,0.0,0.0,2.0,1.0,135937.97,0,1
683.0,29.0,6.0,0.0,1.0,0.0,175743.92,0,0
627.0,36.0,9.0,0.0,3.0,0.0,136497.28,0,0
742.0,30.0,4.0,0.0,2.0,1.0,117034.32,0,1
594.0,33.0,7.0,0.0,2.0,0.0,70400.86,0,0
717.0,34.0,7.0,145751.03,1.0,0.0,116971.05,0,1
727.0,45.0,3.0,0.0,1.0,0.0,168034.9,0,0
639.0,36.0,0.0,125876.65,2.0,1.0,89048.46,0,1
604.0,34.0,8.0,0.0,2.0,0.0,100137.5,0,0
671.0,43.0,9.0,0.0,2.0,0.0,35673.42,0,1
539.0,45.0,10.0,101014.08,2.0,1.0,188156.34,1,0
717.0,49.0,5.0,128264.03,2.0,0.0,91347.77,1,0
648.0,38.0,6.0,121161.57,2.0,1.0,58902.02,1,1
623.0,57.0,3.0,139542.73,1.0,0.0,175749.36,1,0
686.0,42.0,7.0,0.0,2.0,0.0,142797.5,0,0
682.0,40.0,9.0,0.0,1.0,1.0,48478.47,0,1
538.0,34.0,10.0,0.0,1.0,1.0,100240.2,0,1
667.0,44.0,6.0,0.0,1.0,1.0,63736.17,0,0
785.0,29.0,2.0,121669.23,2.0,0.0,77965.67,1,1
671.0,31.0,1.0,0.0,2.0,0.0,127734.16,0,1
486.0,47.0,9.0,119859.52,2.0,0.0,179797.79,1,1
668.0,47.0,5.0,0.0,2.0,1.0,165038.41,0,1
559.0,47.0,2.0,0.0,2.0,1.0,98820.09,0,0
615.0,54.0,6.0,97072.42,1.0,0.0,173386.95,1,0
731.0,23.0,1.0,0.0,2.0,1.0,158948.63,0,1
693.0,24.0,3.0,0.0,1.0,0.0,126551.65,0,1
605.0,40.0,9.0,137847.41,1.0,0.0,199661.5,0,0
561.0,37.0,6.0,0.0,2.0,1.0,148811.81,0,1
661.0,29.0,6.0,0.0,2.0,1.0,132424.69,0,1
762.0,36.0,2.0,149238.97,1.0,1.0,84775.13,1,0
710.0,28.0,2.0,0.0,2.0,1.0,102960.46,0,0
589.0,57.0,9.0,0.0,2.0,0.0,162699.7,0,0
679.0,25.0,8.0,0.0,2.0,1.0,65951.65,0,1
636.0,35.0,9.0,0.0,1.0,0.0,64849.74,0,1
569.0,28.0,3.0,0.0,2.0,1.0,141476.56,0,0
656.0,38.0,1.0,0.0,2.0,1.0,166650.32,0,1
691.0,35.0,7.0,114084.6,1.0,1.0,81298.09,0,0
624.0,30.0,7.0,0.0,1.0,1.0,170890.4,0,1
757.0,45.0,7.0,96872.71,1.0,1.0,127563.15,0,1
683.0,35.0,8.0,84590.58,1.0,0.0,61513.87,0,1
595.0,31.0,4.0,135096.05,1.0,1.0,113950.53,0,0
634.0,37.0,7.0,0.0,2.0,1.0,151648.66,0,1
850.0,42.0,2.0,93826.43,2.0,1.0,56583.88,0,0
684.0,25.0,8.0,0.0,2.0,1.0,51637.67,0,1
431.0,42.0,9.0,96759.42,2.0,1.0,181224.56,1,0
583.0,34.0,5.0,0.0,2.0,1.0,62449.07,0,1
535.0,36.0,6.0,0.0,2.0,0.0,53534.8,0,0
705.0,36.0,3.0,0.0,2.0,1.0,111324.41,0,0
596.0,36.0,7.0,0.0,2.0,0.0,120893.83,0,1
555.0,36.0,8.0,86038.21,2.0,0.0,179032.68,1,1
556.0,43.0,3.0,0.0,1.0,1.0,137037.97,0,0
619.0,36.0,10.0,0.0,2.0,0.0,131662.47,0,0
819.0,56.0,9.0,0.0,1.0,0.0,102233.73,0,0
753.0,42.0,1.0,0.0,2.0,0.0,180551.76,0,1
646.0,42.0,1.0,0.0,1.0,0.0,7900.46,0,1
641.0,31.0,8.0,0.0,1.0,1.0,121551.93,0,1
477.0,34.0,7.0,0.0,2.0,1.0,103660.38,0,1
653.0,44.0,1.0,185514.74,1.0,1.0,142223.94,0,0
559.0,39.0,9.0,0.0,2.0,1.0,100995.68,0,1
682.0,24.0,10.0,134796.04,1.0,1.0,84906.49,0,1
521.0,26.0,2.0,0.0,2.0,1.0,48131.92,0,1
785.0,43.0,6.0,117593.41,2.0,1.0,82290.81,1,1
771.0,39.0,9.0,142989.69,2.0,0.0,183982.25,0,1
539.0,47.0,2.0,70655.48,1.0,0.0,24288.43,1,1
652.0,33.0,2.0,0.0,2.0,0.0,27012.0,0,0
521.0,37.0,8.0,130682.11,1.0,0.0,122218.81,1,1
661.0,57.0,7.0,111284.53,1.0,0.0,75562.41,1,0
671.0,27.0,7.0,0.0,2.0,0.0,65765.22,0,0
721.0,32.0,7.0,0.0,2.0,1.0,135077.01,0,0
755.0,43.0,0.0,0.0,2.0,0.0,96792.15,0,1
706.0,25.0,3.0,105905.82,1.0,1.0,48606.71,1,1
732.0,40.0,7.0,0.0,2.0,0.0,102930.92,0,0
613.0,34.0,5.0,119658.49,1.0,0.0,176913.42,0,1
745.0,46.0,9.0,79858.13,2.0,0.0,181928.25,1,0
554.0,38.0,3.0,0.0,2.0,0.0,80787.66,0,1
721.0,37.0,5.0,0.0,2.0,0.0,86787.39,0,1
624.0,36.0,8.0,0.0,1.0,0.0,178994.13,0,1
704.0,31.0,10.0,127948.57,2.0,1.0,141706.43,1,1
652.0,57.0,1.0,0.0,1.0,0.0,102628.98,0,1
637.0,36.0,0.0,121874.79,1.0,1.0,114514.64,0,1
725.0,32.0,6.0,0.0,2.0,1.0,122467.56,0,0
794.0,39.0,2.0,0.0,2.0,0.0,182354.46,0,1
642.0,37.0,2.0,0.0,2.0,1.0,128892.66,0,1
498.0,32.0,7.0,0.0,1.0,0.0,74850.84,0,0
741.0,31.0,5.0,0.0,2.0,1.0,123475.78,0,1
581.0,42.0,10.0,0.0,2.0,0.0,139946.68,0,0
602.0,36.0,2.0,0.0,2.0,0.0,122949.28,0,1
777.0,45.0,6.0,0.0,1.0,1.0,131778.57,0,0
704.0,45.0,3.0,162702.35,1.0,0.0,122996.76,1,0
648.0,33.0,5.0,125537.52,1.0,0.0,1713.1,1,1
585.0,39.0,9.0,0.0,2.0,1.0,50783.1,0,0
759.0,44.0,2.0,0.0,2.0,1.0,62722.44,0,0
756.0,36.0,7.0,0.0,2.0,1.0,114448.77,0,1
472.0,30.0,2.0,91522.04,1.0,0.0,102566.46,0,1
683.0,34.0,0.0,0.0,2.0,1.0,132673.23,0,1
738.0,30.0,3.0,161887.81,2.0,0.0,79323.61,1,0
588.0,34.0,3.0,0.0,2.0,1.0,94498.82,0,1
696.0,48.0,5.0,0.0,2.0,0.0,167984.72,0,0
676.0,35.0,3.0,0.0,2.0,1.0,141679.73,0,1
572.0,30.0,8.0,128289.6,1.0,1.0,184856.89,0,0
634.0,41.0,2.0,0.0,2.0,1.0,131534.85,0,0
717.0,37.0,8.0,0.0,2.0,1.0,193502.9,0,0
635.0,47.0,7.0,0.0,1.0,1.0,176962.31,0,0
660.0,26.0,6.0,0.0,2.0,1.0,78896.59,0,1
684.0,29.0,2.0,116936.81,2.0,1.0,98820.09,1,0
739.0,35.0,8.0,186445.31,1.0,1.0,143783.28,0,1
635.0,36.0,8.0,125961.74,1.0,1.0,184843.77,0,0
593.0,38.0,4.0,142631.54,2.0,0.0,175310.78,1,1
589.0,37.0,6.0,0.0,1.0,1.0,132861.9,0,1
662.0,47.0,4.0,92636.96,1.0,0.0,116378.82,0,0
652.0,34.0,5.0,0.0,2.0,0.0,178779.52,0,1
614.0,28.0,8.0,0.0,2.0,0.0,179655.87,0,1
663.0,33.0,9.0,0.0,2.0,1.0,112366.98,0,1
744.0,28.0,9.0,0.0,2.0,1.0,154843.4,0,1
688.0,43.0,5.0,0.0,2.0,1.0,120790.02,0,1
686.0,31.0,8.0,0.0,1.0,1.0,179866.01,0,0
648.0,53.0,1.0,0.0,2.0,1.0,131662.43,0,1
602.0,34.0,5.0,0.0,1.0,0.0,92887.06,0,1
684.0,25.0,6.0,94912.78,1.0,1.0,180712.28,1,1
732.0,29.0,4.0,0.0,2.0,1.0,81431.99,0,1
705.0,39.0,9.0,0.0,1.0,0.0,87412.24,0,0
662.0,46.0,4.0,133845.43,1.0,0.0,61539.11,0,1
592.0,47.0,4.0,0.0,1.0,0.0,55893.37,0,1
850.0,34.0,9.0,126550.7,1.0,1.0,177025.79,0,1
687.0,46.0,3.0,98862.54,1.0,0.0,157072.91,1,1
605.0,28.0,9.0,87946.39,1.0,1.0,115818.51,1,0
591.0,41.0,0.0,0.0,1.0,0.0,109895.16,0,0
717.0,40.0,7.0,131402.21,1.0,0.0,92357.21,1,0
669.0,36.0,5.0,0.0,2.0,1.0,99106.97,0,0
775.0,30.0,8.0,0.0,2.0,1.0,126469.09,0,1
573.0,33.0,9.0,0.0,2.0,1.0,26342.33,0,1
712.0,30.0,9.0,100275.88,2.0,0.0,143783.28,1,0
593.0,49.0,6.0,0.0,1.0,1.0,52876.41,0,1
632.0,39.0,6.0,0.0,2.0,1.0,91429.74,0,1
526.0,29.0,7.0,0.0,2.0,1.0,182355.21,0,1
757.0,26.0,5.0,122947.92,2.0,1.0,131660.31,1,0
721.0,37.0,6.0,0.0,2.0,0.0,116097.26,0,1
476.0,40.0,2.0,0.0,2.0,0.0,176692.65,0,0
850.0,38.0,6.0,0.0,1.0,0.0,176962.31,0,1
523.0,38.0,2.0,0.0,2.0,1.0,52404.47,0,1
633.0,57.0,9.0,127833.3,1.0,1.0,88592.8,1,0
659.0,45.0,10.0,127847.86,1.0,1.0,143680.75,0,1
605.0,57.0,7.0,0.0,2.0,1.0,91406.62,0,1
724.0,32.0,1.0,0.0,2.0,0.0,24275.32,0,0
685.0,32.0,5.0,0.0,2.0,0.0,140166.95,0,1
712.0,33.0,6.0,0.0,2.0,1.0,176924.21,0,0
724.0,57.0,3.0,0.0,2.0,1.0,176692.65,0,1
713.0,24.0,2.0,0.0,2.0,0.0,175544.02,0,0
721.0,31.0,3.0,0.0,2.0,0.0,102299.85,0,1
731.0,32.0,10.0,0.0,2.0,1.0,180595.02,0,0
656.0,35.0,2.0,0.0,2.0,1.0,143086.09,0,0
693.0,31.0,9.0,0.0,2.0,1.0,186655.11,0,1
714.0,36.0,3.0,0.0,1.0,0.0,135630.32,0,0
659.0,51.0,6.0,0.0,2.0,0.0,143357.07,0,1
622.0,27.0,5.0,0.0,2.0,0.0,168085.97,0,1
556.0,29.0,5.0,125920.98,1.0,1.0,158887.09,0,1
729.0,34.0,7.0,0.0,2.0,0.0,173386.95,0,1
778.0,37.0,5.0,0.0,2.0,0.0,121866.87,0,1
849.0,29.0,2.0,0.0,2.0,1.0,94810.85,0,1
792.0,39.0,10.0,0.0,2.0,1.0,135925.72,0,0
714.0,38.0,4.0,166666.62,2.0,0.0,172501.38,0,1
708.0,44.0,2.0,0.0,2.0,1.0,121073.23,0,1
556.0,39.0,4.0,0.0,1.0,1.0,115260.72,0,1
694.0,18.0,8.0,0.0,2.0,0.0,181437.91,0,0
850.0,43.0,0.0,142905.51,1.0,0.0,62746.54,1,0
683.0,34.0,2.0,0.0,2.0,1.0,173495.77,0,1
814.0,34.0,1.0,141782.57,1.0,1.0,171762.87,0,1
576.0,47.0,6.0,106116.56,2.0,0.0,172526.9,0,1
699.0,30.0,10.0,0.0,2.0,1.0,75860.01,0,0
729.0,46.0,6.0,111537.23,1.0,0.0,60972.84,1,1
642.0,46.0,7.0,0.0,2.0,0.0,172063.09,0,1
676.0,32.0,9.0,96019.5,2.0,0.0,187636.06,1,0
676.0,35.0,8.0,0.0,2.0,1.0,102284.2,0,1
726.0,39.0,5.0,141287.15,1.0,1.0,88890.05,0,1
681.0,33.0,2.0,0.0,2.0,0.0,117034.32,0,1
579.0,48.0,4.0,125685.79,1.0,0.0,62634.94,1,1
547.0,38.0,6.0,102050.47,1.0,1.0,182336.45,0,0
621.0,38.0,10.0,0.0,2.0,0.0,180439.75,0,1
705.0,37.0,1.0,0.0,2.0,1.0,121365.45,0,0
718.0,29.0,5.0,0.0,2.0,1.0,139024.31,0,1
751.0,36.0,10.0,0.0,2.0,0.0,92887.06,0,0
648.0,31.0,2.0,126772.57,1.0,1.0,944.0,1,1
687.0,29.0,3.0,134760.21,1.0,1.0,99800.87,0,0
694.0,38.0,8.0,145910.18,1.0,0.0,65816.53,0,0
478.0,40.0,7.0,102395.79,1.0,1.0,137079.86,0,1
559.0,22.0,5.0,0.0,1.0,0.0,73470.98,0,1
543.0,34.0,1.0,0.0,2.0,0.0,136491.72,0,0
635.0,33.0,7.0,166328.65,1.0,0.0,136079.64,1,0
715.0,39.0,5.0,81732.88,2.0,0.0,184564.67,0,1
686.0,40.0,0.0,106938.11,1.0,0.0,78744.69,0,1
679.0,44.0,0.0,0.0,2.0,0.0,146511.2,0,0
583.0,30.0,4.0,0.0,2.0,0.0,134901.58,0,1
581.0,26.0,7.0,0.0,2.0,0.0,60954.45,0,1
643.0,40.0,2.0,146777.44,2.0,1.0,155846.69,1,1
576.0,43.0,1.0,161807.18,1.0,0.0,45426.13,0,1
636.0,43.0,8.0,0.0,2.0,0.0,151167.94,0,0
